report_id,utility,event_year,label,version,document_url,original_url,redlined,partial_corrections,mbl_advance_notice,mbl_advance_notice_confidence,mbl_advance_notice_source,wind_threshold_cited,wind_threshold_cited_confidence,wind_threshold_cited_source,complaints_reported,complaints_reported_confidence,complaints_reported_source,claims_reported,claims_reported_confidence,claims_reported_source,canceled_after_notice,canceled_after_notice_confidence,canceled_after_notice_source,customers_deenergized,customers_deenergized_source,counties_deenergized,counties_deenergized_source,counties_deenergized_names,first_deenergization,first_deenergization_source,first_deenergization_pdf_value,last_restoration,last_restoration_source,last_restoration_pdf_value,event_duration_hours,luna_text_truncated_after_page,image_pages_transcribed,image_pages_unread,flags
sce__wildfire_072222_scepspsposteventreport,SCE,2022,"July 22-23, 2022: SCE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/wildfire_072222_scepspsposteventreport.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/wildfire_072222_scepspsposteventreport.pdf,False,,all_notified,0.88,PDF pages 5;6;7;16;17;22;23;29,met,1.0,PDF pages 5;6;7;8;9;10;11;12,one_or_more,1.0,PDF pages 3;5;6;7;29;30,zero,1.0,PDF pages 3;5;6;7;14;29;30,yes,1.0,PDF pages 5;6;7;16;24;25;26;33,209,PDF page 4,2,PDF page 16,Kern County; Los Angeles County,2022-07-22 08:13,PDF page 16,2022-07-22 08:13,2022-07-23 15:06,PDF page 16,2022-07-23 15:06,30.88,,2,,mbl_advance_notice:low_confidence
sce__20231029_sce_psps_post_event_reportdeenergizedfinal,SCE,2023,"October 29, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/20231029-sce-psps-post-event-reportdeenergizedfinal.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/20231029-sce-psps-post-event-reportdeenergizedfinal.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005sce-amendment-to-psps-post-event-report-for-102923-deenergization-event-1.pdf ; https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,all_notified,0.56,PDF pages 5;6;7;19;20;26;27;28,met,0.97,PDF pages 5;6;7;8;10;11;17;18,one_or_more,1.0,PDF pages 3;5;6;7;38;39,one_or_more,1.0,PDF pages 3;5;6;7;38;39,yes,1.0,PDF pages 5;6;7;18;19;25;26;34,25504,PDF page 4,5,PDF page 5,Los Angeles; Orange; Riverside; San Bernardino; Ventura,2023-10-29 06:31,PDF page 4,2023-10-29 06:31,2023-11-02 09:08,PDF page 39,2023-11-02 09:08,98.62,,5,,mbl_advance_notice:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_post_event_report_for_11_20_23_de_energization_event,SCE,2023,"November 20, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-20-23-de-energization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-20-23-de-energization-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,all_notified,0.56,PDF pages 8;9;10;21;22;28;29;30,met,1.0,PDF pages 8;9;10;11;13;14;19;20,one_or_more,1.0,PDF pages 6;8;9;10;38;39,one_or_more,1.0,PDF pages 6;8;9;10;38;39,yes,1.0,PDF pages 8;9;10;20;21;27;28;34,2780,PDF page 8,3,PDF page 8,Los Angeles; Orange; Ventura,2023-11-20 06:18,PDF page 22,2023-11-20 06:18,2023-11-21 10:14,PDF page 22,2023-11-21 10:14,27.93,,5,,mbl_advance_notice:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_post_event_report_for_11_26_23_high_threat_event,SCE,2023,"November 26, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-26-23-high-threat-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-26-23-high-threat-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,not_applicable,1.0,PDF pages 8;9;19;20;23;24;30;68,not_stated,0.63,PDF pages 8;9;10;11;12;17;18;68,one_or_more,1.0,PDF pages 6;8;9;30;31;68;69;83,zero,1.0,PDF pages 8;9;16;30;31;68;69;83,yes,1.0,PDF pages 7;8;9;10;19;27;31;68,0,PDF page 7,0,PDF page 7,,,,,,,,,,4,,wind_threshold_cited:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_post_event_report_for_12_9_23_de_energization_event,SCE,2023,"December 8, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-12-9-23-de-energization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-12-9-23-de-energization-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,all_notified,0.34,PDF pages 8;9;10;22;23;28;29;50,met,1.0,PDF pages 8;9;10;11;13;14;20;21,one_or_more,1.0,PDF pages 6;8;9;10;38;39;40,one_or_more,1.0,PDF pages 6;8;9;10;38;39;40,yes,1.0,PDF pages 8;9;10;20;21;22;27;34,5311,PDF page 7,5,PDF page 8,Los Angeles; Orange; Riverside; San Bernardino; Ventura,,,,2023-12-11 09:28,PDF page 21,2023-12-11 09:28,,,3,,mbl_advance_notice:low_confidence event:conflicting_sources
sce__r1812005_sce_psps_postevent_report_for_11092023_deenergization_event,SCE,2023,"November 8, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-postevent-report-for-11092023-deenergization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-postevent-report-for-11092023-deenergization-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,some_not_notified,0.37,PDF pages 7;8;19;20;26;27;35;47,met,0.98,PDF pages 7;8;9;10;11;12;17;18,one_or_more,1.0,PDF pages 7;8;34;35;36,zero,1.0,PDF pages 7;8;15;34;35;36,yes,1.0,PDF pages 7;8;18;19;25;30;31;32,338,PDF page 6,2,PDF page 7,Los Angeles; San Bernardino,2023-11-09 00:38,PDF page 20,2023-11-09 00:38,2023-11-10 09:27,PDF page 20,2023-11-10 09:27,32.82,,2,,mbl_advance_notice:low_confidence event:conflicting_sources
sce__sce_psps_post_event_report_10_11_2023_event,SCE,2023,"October 11, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-10-11-2023-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-10-11-2023-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,not_applicable,1.0,PDF pages 8;9;19;22;23;32;39;62,not_stated,0.48,PDF pages 8;9;10;11;12;17;18;62,one_or_more,1.0,PDF pages 6;8;9;31;32;33;62;93,zero,1.0,PDF pages 8;9;16;31;32;33;62;93,yes,1.0,PDF pages 7;8;9;10;19;28;35;62,0,PDF page 8,0,PDF page 8,,,,,,,,,,4,,wind_threshold_cited:low_confidence event:conflicting_sources
sce__sce_psps_post_event_report_7_11_2023_event,SCE,2023,"July 11, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-11-2023-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-11-2023-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,not_applicable,0.63,PDF pages 8;9;20;21;26;27;43;46,met,0.94,PDF pages 8;9;10;11;12;13;18;19,zero,1.0,PDF pages 6;8;9;32;33,zero,1.0,PDF pages 6;8;9;16;32;33,not_stated,0.21,PDF pages 8;9;19;20;24;26;27;28,5,PDF page 21,1,PDF page 21,Los Angeles,2023-07-11 18:34,PDF page 21,2023-07-11 18:34,2023-07-13 08:23,PDF page 21,2023-07-13 08:23,37.82,,2,,mbl_advance_notice:low_confidence canceled_after_notice:low_confidence event:conflicting_sources
sce__sce_psps_post_event_report_7_18_2023_event,SCE,2023,"July 18, 2023: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-18-2023-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-18-2023-event.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,not_applicable,1.0,PDF pages 8;9;19;22;23;35;38;60,not_stated,0.78,PDF pages 8;9;10;12;17;18;29;60,zero,1.0,PDF pages 6;8;9;28;29;60;61,zero,1.0,PDF pages 6;8;9;15;28;29;60;61,yes,1.0,PDF pages 7;8;9;10;18;25;28;60,0,PDF page 7,0,PDF page 7,,,,,,,,,,3,,wind_threshold_cited:low_confidence event:conflicting_sources
sce__20240808sce_psps_post_event_reportdeenergizedfinal,SCE,2024,"August 8, 2024: SCE PSPS Post-Event Repot",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf,False,,all_notified,0.86,PDF pages 5;6;7;19;23;24;30;39,met,0.78,PDF pages 5;6;7;8;9;10;12;17,one_or_more,1.0,PDF pages 3;5;6;7;29;30;31,zero,1.0,PDF pages 3;5;6;7;16;29;30;31,yes,1.0,PDF pages 5;6;7;18;19;22;25;26,21,PDF page 4,3,PDF page 5,Kern; Los Angeles; San Bernardino,2024-08-08 14:35,PDF page 19,2024-08-08 14:35,2024-08-18 12:21,PDF page 19,2024-08-18 12:21,237.77,,3,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__20241217sce_psps_post_event_reportdeenergized_final,SCE,2024,"December 14, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20241217sce-psps-post-event-reportdeenergized-final.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20241217sce-psps-post-event-reportdeenergized-final.pdf,False,,all_notified,0.36,PDF pages 5;6;7;18;23;24;31;42,met,0.88,PDF pages 5;6;7;8;10;15;16;37,one_or_more,0.99,PDF pages 3;5;6;7;30;31;32,zero,1.0,PDF pages 3;5;6;7;14;30;31;32,yes,1.0,PDF pages 4;5;6;7;16;17;23;27,1007,PDF page 4,4,PDF page 5,Los Angeles; Riverside; San Bernardino; Ventura,,,,2024-12-19 15:30,PDF page 17,2024-12-19 15:30,,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_august_24_2024,SCE,2024,"August 23, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-august-24-2024.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-august-24-2024.pdf,False,,all_notified,0.9,PDF pages 9;10;11;22;26;27;32;41,met,1.0,PDF pages 9;10;11;12;14;16;20;21,one_or_more,1.0,PDF pages 9;10;11;32;33;70;71;80,zero,1.0,PDF pages 9;10;11;32;33;34;70;80,yes,1.0,PDF pages 9;10;11;21;22;27;28;29,3,PDF page 8,1,PDF page 22,Inyo,2024-08-24 11:57,PDF page 22,2024-08-24 11:57,2024-08-24 19:00,PDF page 22,2024-08-24 19:00,7.05,,4,,
sce__r1812005_sce_psps_post_event_for_december_5_2024_high_threat,SCE,2024,"December 5, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-5-2024-high-threat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-5-2024-high-threat.pdf,False,,not_applicable,1.0,PDF pages 8;9;10;22;23;29;48;49,not_stated,0.81,PDF pages 8;9;10;11;12;13;63;64,one_or_more,1.0,PDF pages 8;9;10;28;29;30;67;71,zero,1.0,PDF pages 8;9;10;28;29;30;67;71,yes,1.0,PDF pages 8;9;10;13;21;26;29;32,0,PDF page 8,0,PDF page 9,,,,,,,,,,3,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_december_9_2024_de_energization,SCE,2024,"December 9, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf,False,,some_not_notified,0.58,PDF pages 8;9;10;21;25;26;27;43,met,0.73,PDF pages 8;9;10;11;13;18;19;42,one_or_more,1.0,PDF pages 6;8;9;10;34;35;78;98,one_or_more,1.0,PDF pages 8;9;10;17;34;35;78;98,yes,1.0,PDF pages 8;9;10;19;20;25;40;43,51105,PDF page 7,7,PDF page 7,Kern; Los Angeles; Orange; Riverside; San Bernardino; San Diego; Ventura,2024-12-09 16:39,PDF page 83,2024-12-09 16:39,2024-12-13 08:19,PDF page 83,2024-12-13 08:19,87.67,,5,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_july_19_2024_high_threat,SCE,2024,"July 21, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-19-2024-high-threat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-19-2024-high-threat.pdf,False,,not_applicable,1.0,PDF pages 9;10;11;23;24;35,not_met,0.28,PDF pages 9;10;11;12;13;14;19;62,zero,1.0,PDF pages 7;9;10;11;29;30;66;67,zero,1.0,PDF pages 9;10;11;17;29;30;66;67,yes,1.0,PDF pages 9;10;11;14;22;26;30;31,0,PDF page 9,0,PDF page 10,,,,,,,,,,3,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_july_26_2024_high_threat,SCE,2024,"July 26, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-26-2024-high-threat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-26-2024-high-threat.pdf,False,,not_applicable,1.0,PDF pages 9;10;21;22;23;28;33;64,not_stated,0.37,PDF pages 9;10;11;13;18;60;61;64,one_or_more,1.0,PDF pages 7;9;10;27;28;29;64;68,zero,1.0,PDF pages 9;10;16;27;28;29;64;68,yes,1.0,PDF pages 9;10;11;14;21;24;28;64,0,PDF page 9,0,PDF page 9,,,,,,,,,,3,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_october_1_2024_de_energization,SCE,2024,"October 2, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-1-2024-de-energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-1-2024-de-energization.pdf,False,,not_stated,0.99,PDF pages 73;74;78,NO_MATCHING_PAGE,,PDF pages 73;74,one_or_more,1.0,PDF pages 73;74;78;79,not_stated,0.97,PDF pages 73;74;78;79,yes,0.48,PDF pages 73;74;75,15,PDF page 8,2,PDF page 8,Fresno; Madera,,,,,,,,,0,,wind_threshold_cited:no_matching_page canceled_after_notice:low_confidence
sce__r1812005_sce_psps_post_event_for_october_17_2024_de_energization,SCE,2024,"October 17, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-17-2024-de-energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-17-2024-de-energization.pdf,False,,some_not_notified,1.0,PDF pages 8;9;10;21;25;26;40;45,met,0.91,PDF pages 8;9;10;11;18;67;77;78,one_or_more,1.0,PDF pages 8;9;10;32;33;34;76;140,one_or_more,1.0,PDF pages 8;9;10;32;33;34;76;140,yes,1.0,PDF pages 8;9;10;19;20;25;29;53,11381,PDF page 8,6,PDF page 8,Inyo; Los Angeles; Mono; Orange; Riverside; San Bernardino,2024-10-17 17:10,PDF page 81,2024-10-17 17:10,2024-10-19 19:36,PDF page 81,2024-10-19 19:36,50.43,,4,,
sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,"October 27, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,False,,all_notified,0.73,PDF pages 9;10;11;22;27;28;42;43,met,0.87,PDF pages 9;10;11;12;14;19;20;39,one_or_more,1.0,PDF pages 9;10;11;33;34;35;72;85,zero,1.0,PDF pages 9;10;11;33;34;35;72;85,yes,1.0,PDF pages 9;10;11;20;21;26;29;30,89,PDF page 9,2,PDF page 9,Inyo; San Bernardino,2024-10-27 19:37,PDF page 22,2024-10-27 19:37,2024-10-29 10:00,PDF page 22,2024-10-29 10:00,38.38,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_for_october_8_2024_high_threat,SCE,2024,"October 9, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-8-2024-high-threat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-8-2024-high-threat.pdf,False,,not_applicable,1.0,PDF pages 8;9;10;22;23;29;36;37,not_stated,0.69,PDF pages 8;9;10;11;12;13;67;68,one_or_more,1.0,PDF pages 6;8;9;10;29;30,zero,1.0,PDF pages 6;8;9;10;16;29;30,yes,1.0,PDF pages 8;9;10;13;19;22;26;32,0,PDF page 8,0,PDF page 9,,,,,,,,,,4,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_report_for_9_15_24_high_threat_event,SCE,2024,"September 15, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-report-for-9-15-24-high-threat-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-report-for-9-15-24-high-threat-event.pdf,False,,not_applicable,1.0,PDF pages 8;9;21;22;33;34;62,not_stated,0.48,PDF pages 8;9;10;11;12;58;59;62,zero,1.0,PDF pages 6;8;9;27;28;62;63,zero,1.0,PDF pages 6;8;9;16;27;28;29;62,yes,1.0,PDF pages 8;9;10;13;21;28;31;62,0,PDF page 8,0,PDF page 8,,,,,,,,,,3,,wind_threshold_cited:low_confidence
sce__r1812005_sce_psps_post_event_report_for_9_7_24_de_energization_event,SCE,2024,"September 7, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-report-for-9-7-24-de-energization-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-report-for-9-7-24-de-energization-event.pdf,False,,all_notified,0.43,PDF pages 8;9;10;22;23;27;28;45,met,1.0,PDF pages 8;9;10;11;13;14;20;21,one_or_more,1.0,PDF pages 6;8;9;10;34;35,zero,1.0,PDF pages 6;8;9;10;18;34;35,yes,1.0,PDF pages 8;9;10;21;22;26;29;31,488,PDF page 8,3,PDF page 8,Los Angeles; San Bernardino; Santa Barbara,2024-09-07 22:14,PDF page 8,2024-09-07 22:14,2024-09-11 11:51,PDF page 35,2024-09-11 11:51,85.62,,5,,mbl_advance_notice:low_confidence
sce__r1812005sce_psps_post_event_report_for_61424_high_threat_event,SCE,2024,"June 14, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-post-event-report-for-61424-high-threat-event.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-post-event-report-for-61424-high-threat-event.pdf,False,,not_applicable,1.0,PDF pages 8;9;10;21;22;27;33;68,not_met,0.29,PDF pages 8;9;10;11;13;17;30;55,one_or_more,1.0,PDF pages 8;9;10;26;27;28;64;68,zero,1.0,PDF pages 8;9;10;26;27;28;64;68,yes,1.0,PDF pages 7;8;9;10;13;20;23;27,0,PDF page 7,0,PDF page 9,,,,,,,,,,4,,wind_threshold_cited:low_confidence
sce__r1812005sce_psps_postevent_for_december_26_2024_highthreat,SCE,2024,"December 26, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-26-2024-highthreat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-26-2024-highthreat.pdf,False,,not_applicable,1.0,PDF pages 8;9;21;22;27;32;63;67,not_stated,0.72,PDF pages 8;9;10;11;12;59;60;63,one_or_more,1.0,PDF pages 6;8;9;27;28;63;64;67,zero,1.0,PDF pages 8;9;15;27;28;63;64;67,yes,1.0,PDF pages 8;9;10;12;20;24;28;63,0,PDF page 8,0,PDF page 8,,,,,,,,,,2,,wind_threshold_cited:low_confidence
sce__r1812005sce_psps_postevent_for_december_31_2024_highthreat,SCE,2024,"December 31, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-31-2024-highthreat.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-31-2024-highthreat.pdf,False,,not_applicable,1.0,PDF pages 8;9;21;22;27;32;62;67,not_stated,0.71,PDF pages 8;9;10;11;12;58;59;62,one_or_more,1.0,PDF pages 6;8;9;27;28;62;63;67,zero,1.0,PDF pages 8;9;16;27;28;62;63;67,yes,1.0,PDF pages 8;9;10;12;20;24;28;62,0,PDF page 8,0,PDF page 8,,,,,,,,,,2,,wind_threshold_cited:low_confidence
sce__r1812005sce_psps_postevent_for_november_13_2024_deenergization,SCE,2024,"November 11, 2024: SCE PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-13-2024-deenergization.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-13-2024-deenergization.pdf,False,,all_notified,0.87,PDF pages 8;9;10;21;26;27;40;53,met,0.83,PDF pages 8;9;10;11;13;18;38;39,one_or_more,1.0,PDF pages 8;9;10;32;33;34;73;81,zero,1.0,PDF pages 8;9;10;32;33;34;73;81,yes,1.0,PDF pages 8;9;10;19;20;29;40;74,637,PDF page 8,1,PDF page 8,Mono,2024-11-13 15:45,PDF page 21,2024-11-13 15:45,2024-11-13 20:38,PDF page 21,2024-11-13 20:38,4.88,,4,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
